"","Target","Age","Smstr1.GPA","Smstr2.GPA","GPA","Gender","Mart.Stat","Nationality","Mom.Ed","Mom.Occp","Dad.Ed","Dad.Occp","Course","Admission.Grade","Scholarship","Age.Group","Grade"
"243","Graduate",18,3,3.12,3.06,1,1,1,1,4,38,5,9773,122.8,0,"A_yng_adults","B"
"244","Dropout",18,2.7,0,1.35,1,1,1,1,5,1,0,9070,133.3,0,"A_yng_adults","D+"
"245","Graduate",18,3.68,4.08,3.88,0,1,1,1,9,3,2,9500,128.6,0,"A_yng_adults","A-"
"246","Graduate",18,3,3.7,3.35,0,1,1,3,2,3,2,9130,137.1,0,"A_yng_adults","B+"
"247","Dropout",18,2.86,2.75,2.8,0,1,1,1,3,3,3,9773,149,0,"A_yng_adults","B-"
"248","Dropout",18,3.12,3.25,3.18,0,1,1,34,0,34,0,9070,143.6,0,"A_yng_adults","B"
"249","Dropout",18,0,0,0,0,1,1,38,5,1,5,9070,124.3,0,"A_yng_adults","F"
"250","Dropout",18,0,0,0,0,1,1,19,9,38,9,9670,119.5,0,"A_yng_adults","F"
"251","Graduate",18,0,0,0,0,1,1,3,2,4,5,171,175.6,0,"A_yng_adults","F"
"252","Dropout",18,4.12,4.36,4.24,0,1,1,1,3,3,4,9238,126.6,0,"A_yng_adults","A"
"253","Graduate",18,3.42,3,3.21,0,1,1,3,5,19,5,9085,130.8,0,"A_yng_adults","B"
"254","Graduate",18,3.81,3.81,3.81,0,1,1,37,9,37,6,9500,133.5,1,"A_yng_adults","A-"
"255","Graduate",18,3.61,3.61,3.61,0,1,1,19,5,37,5,9500,142.3,1,"A_yng_adults","B+"
"256","Graduate",18,3.47,3.43,3.45,0,1,1,1,3,38,3,9670,114.3,0,"A_yng_adults","B+"
"257","Graduate",18,3.28,3.3,3.29,0,1,1,19,9,19,10,9500,122.9,0,"A_yng_adults","B"
"258","Graduate",18,3.65,3,3.33,0,1,1,1,4,38,5,9147,152,1,"A_yng_adults","B+"
"259","Dropout",18,0,0,0,0,1,1,19,4,1,5,9773,122.2,0,"A_yng_adults","F"
"260","Dropout",18,2.75,0,1.38,0,1,1,19,9,37,99,9670,106.1,1,"A_yng_adults","D+"
"261","Graduate",18,3.55,2.95,3.25,0,1,1,30,4,19,90,9085,122.3,0,"A_yng_adults","B"
"262","Graduate",18,3.29,3.72,3.5,0,1,1,19,9,19,4,9500,129.8,0,"A_yng_adults","B+"
"263","Graduate",18,2.65,2.62,2.63,0,1,1,1,4,19,3,9147,126.4,1,"A_yng_adults","C+"
"264","Enrolled",18,3,2.69,2.84,0,1,1,19,5,37,7,9853,115.1,1,"A_yng_adults","B-"
"265","Graduate",18,3.36,3.54,3.45,0,1,1,37,8,37,8,9773,138.4,0,"A_yng_adults","B+"
"266","Graduate",18,3.31,3.89,3.6,0,1,1,1,9,37,9,9085,118.2,1,"A_yng_adults","B+"
"267","Dropout",18,3.25,0,1.62,0,1,1,38,7,19,7,9070,121.7,0,"A_yng_adults","D+"
"268","Enrolled",18,3.58,3.5,3.54,0,1,1,1,9,38,7,9070,118,1,"A_yng_adults","B+"
"269","Dropout",18,0,0,0,0,1,1,1,9,38,7,9238,119.8,0,"A_yng_adults","F"
"270","Graduate",18,3.5,3.29,3.4,0,1,1,1,4,3,2,9238,164.9,0,"A_yng_adults","B+"
"271","Enrolled",18,3.08,2.65,2.87,0,1,1,3,2,1,5,9853,121.6,0,"A_yng_adults","B-"
"272","Graduate",18,2.95,2.6,2.78,0,1,1,1,4,19,5,9070,120.4,0,"A_yng_adults","B-"
"273","Graduate",18,3,3.11,3.05,0,1,1,38,9,38,9,9500,128.8,1,"A_yng_adults","B"
"274","Graduate",18,3.75,4.02,3.88,0,1,1,38,5,38,5,9500,133.9,0,"A_yng_adults","A-"
"275","Graduate",18,0,0,0,0,1,1,1,4,38,8,171,136.8,1,"A_yng_adults","F"
"276","Dropout",18,3.71,3.8,3.76,0,1,1,3,4,3,5,9500,130,0,"A_yng_adults","A-"
"277","Graduate",18,3.61,3.61,3.61,0,1,1,19,4,1,4,9500,134.8,0,"A_yng_adults","B+"
"278","Enrolled",18,3.4,2.94,3.17,0,1,1,19,5,1,10,9853,146.6,0,"A_yng_adults","B"
"279","Graduate",18,3.08,2.85,2.96,0,1,1,37,3,38,3,9147,123,0,"A_yng_adults","B-"
"280","Graduate",18,3.3,3.2,3.25,0,1,1,19,9,19,9,9670,114.2,0,"A_yng_adults","B"
"281","Graduate",18,3.44,3.71,3.58,0,1,1,3,1,3,90,9085,161.9,0,"A_yng_adults","B+"
"282","Graduate",18,3.1,3.25,3.17,0,1,1,37,9,37,5,9238,135.9,0,"A_yng_adults","B"
"283","Graduate",18,3.33,3,3.16,0,1,1,19,4,19,7,9773,110.1,0,"A_yng_adults","B"
"284","Graduate",18,3.18,3.16,3.17,0,1,1,19,9,1,3,9070,123.7,1,"A_yng_adults","B"
"285","Enrolled",18,2.85,3.33,3.09,0,1,1,1,4,1,0,9853,108.8,0,"A_yng_adults","B"
"286","Enrolled",18,0,0,0,0,1,1,19,5,19,7,171,133,0,"A_yng_adults","F"
"287","Graduate",18,3,3,3,0,1,1,1,4,1,5,9130,123.8,0,"A_yng_adults","B"
"288","Dropout",18,0,0,0,0,1,1,19,5,19,8,9773,120,0,"A_yng_adults","F"
"289","Graduate",18,2.75,2.92,2.84,0,1,1,37,0,38,7,9238,126.9,0,"A_yng_adults","B-"
"290","Graduate",18,3.05,2.81,2.93,0,1,1,37,9,38,9,9254,133.9,0,"A_yng_adults","B-"
"291","Enrolled",18,3,2.56,2.78,0,1,1,38,7,38,5,9853,120,0,"A_yng_adults","B-"
"292","Graduate",18,3.16,3.11,3.13,0,1,1,38,8,19,8,9500,126.3,1,"A_yng_adults","B"
"293","Graduate",18,3.5,3.4,3.45,0,1,1,37,9,37,6,9147,138.5,1,"A_yng_adults","B+"
"294","Graduate",18,3.03,3.03,3.03,0,5,1,37,5,38,8,9500,133.5,1,"A_yng_adults","B"
"295","Graduate",18,3.26,3.26,3.26,0,1,1,19,7,37,7,9500,141.5,1,"A_yng_adults","B"
"296","Graduate",18,3.52,3.79,3.66,0,1,1,19,9,1,5,9500,145,1,"A_yng_adults","B+"
"297","Graduate",18,3.5,3.41,3.46,0,1,1,37,9,38,9,9070,125.2,1,"A_yng_adults","B+"
"298","Graduate",18,3.32,3.32,3.32,0,1,1,38,3,37,3,9500,126.3,0,"A_yng_adults","B+"
"299","Graduate",18,3.34,3.21,3.28,0,1,1,38,5,19,6,9500,125.1,0,"A_yng_adults","B"
"300","Graduate",18,3.33,3.14,3.24,0,1,1,19,9,19,5,9853,154.1,1,"A_yng_adults","B"
"301","Enrolled",18,0,0,0,0,1,1,19,4,38,5,171,132.8,0,"A_yng_adults","F"
"302","Enrolled",18,3,3.04,3.02,0,1,1,1,9,1,0,9853,115.8,0,"A_yng_adults","B"
"303","Graduate",18,3.37,3.37,3.37,0,1,1,19,4,19,4,9500,133.8,0,"A_yng_adults","B+"
"304","Graduate",18,3,2.82,2.91,0,1,1,12,4,19,5,9070,118.5,1,"A_yng_adults","B-"
"305","Graduate",18,3.66,3.66,3.66,0,1,1,38,9,1,5,9500,131.8,0,"A_yng_adults","B+"
"306","Graduate",18,3.77,3.77,3.77,1,1,1,1,4,19,3,9500,121.3,1,"A_yng_adults","A-"
"307","Dropout",18,2.5,3,2.75,1,1,1,34,0,34,0,9119,119.5,0,"A_yng_adults","B-"
"308","Dropout",18,2.75,2.81,2.78,1,1,1,19,5,1,5,9254,130,0,"A_yng_adults","B-"
"309","Graduate",18,3.39,3.04,3.21,0,1,1,37,5,37,6,9238,126.9,0,"A_yng_adults","B"
"310","Graduate",18,3.31,2.62,2.96,0,1,1,1,9,1,9,9085,127.1,0,"A_yng_adults","B-"
"311","Graduate",18,2.79,3.07,2.93,0,1,1,19,9,19,9,9238,124.5,1,"A_yng_adults","B-"
"312","Graduate",18,2.92,2.88,2.9,0,1,1,19,5,1,7,9254,120.7,0,"A_yng_adults","B-"
"313","Graduate",18,3.5,3.29,3.4,0,1,1,1,4,19,4,9670,132.6,1,"A_yng_adults","B+"
"314","Graduate",18,0,0,0,0,1,1,19,7,19,7,171,142,1,"A_yng_adults","F"
"315","Enrolled",18,2.88,3.18,3.03,0,1,1,19,4,19,7,9853,128.5,0,"A_yng_adults","B"
"316","Graduate",18,3.62,3.79,3.7,0,1,1,1,4,19,4,9238,137.2,0,"A_yng_adults","A-"
"317","Graduate",18,3.89,3.68,3.79,0,1,1,1,4,19,4,9130,152.3,0,"A_yng_adults","A-"
"318","Enrolled",18,3.38,3.06,3.22,0,1,1,19,7,19,9,9500,121.3,1,"A_yng_adults","B"
"319","Graduate",18,4.22,4.09,4.15,0,1,1,3,3,38,7,9500,169.7,1,"A_yng_adults","A"
"320","Graduate",18,3,3,3,0,1,1,19,5,19,8,9238,117.7,0,"A_yng_adults","B"
"321","Graduate",18,3.44,3.04,3.24,0,1,1,19,9,38,7,9147,132.2,1,"A_yng_adults","B"
"322","Graduate",18,3.65,3.92,3.79,0,1,1,19,9,1,5,9500,123.4,1,"A_yng_adults","A-"
"323","Graduate",18,3.79,3.96,3.88,0,1,1,38,7,38,7,9238,159.7,1,"A_yng_adults","A-"
"324","Graduate",18,3.44,3.44,3.44,0,1,1,38,4,38,8,9500,126.5,0,"A_yng_adults","B+"
"325","Graduate",18,3.36,3.44,3.4,0,1,1,1,4,37,3,9500,126.8,0,"A_yng_adults","B+"
"326","Dropout",18,4,0,2,1,1,1,1,7,37,7,9119,132.4,0,"A_yng_adults","C"
"327","Graduate",18,3.38,3.21,3.3,0,1,1,19,9,19,9,9238,120,1,"A_yng_adults","B+"
"328","Dropout",18,3.25,2.95,3.1,0,1,1,38,5,37,3,9853,118.1,0,"A_yng_adults","B"
"329","Graduate",18,3,3.08,3.04,0,1,1,38,7,38,8,9670,118.8,1,"A_yng_adults","B"
"330","Graduate",18,2.95,2.95,2.95,0,1,1,38,9,37,5,9500,125.3,1,"A_yng_adults","B-"
"331","Graduate",18,3.36,3.36,3.36,0,1,1,1,4,1,5,9500,126.3,1,"A_yng_adults","B+"
"332","Enrolled",18,3.15,3.11,3.13,0,1,1,37,9,19,10,9773,113.7,0,"A_yng_adults","B"
"333","Graduate",18,3.4,3.17,3.29,0,1,1,1,9,19,7,9670,119.4,0,"A_yng_adults","B"
"334","Graduate",18,3.38,3.25,3.32,1,1,11,19,4,19,9,9773,133.9,1,"A_yng_adults","B+"
"335","Dropout",18,0,0,0,1,1,1,1,4,19,7,9254,116.5,0,"A_yng_adults","F"
"336","Graduate",18,4.33,4.64,4.48,1,1,1,19,4,19,4,9119,171.2,1,"A_yng_adults","A"
"337","Enrolled",18,3.38,3.41,3.4,1,1,1,1,9,19,8,9119,117.2,1,"A_yng_adults","B+"
"338","Graduate",18,3.17,3.21,3.19,0,1,1,19,9,19,9,9773,123,0,"A_yng_adults","B"
"339","Graduate",18,3.35,3.05,3.2,0,1,1,19,5,38,7,9147,132.3,1,"A_yng_adults","B"
"340","Graduate",18,3.33,3.33,3.33,0,1,1,37,5,38,7,9500,126,0,"A_yng_adults","B+"
"341","Graduate",18,4.12,3.47,3.8,0,1,1,37,9,37,6,9085,126.5,1,"A_yng_adults","A-"
"342","Dropout",18,3.16,3.35,3.26,0,1,1,3,2,39,3,9500,129,0,"A_yng_adults","B"
"343","Enrolled",18,3.08,3,3.04,0,1,1,19,5,1,7,9670,118.3,0,"A_yng_adults","B"
"344","Dropout",18,3,2.67,2.84,0,1,1,34,0,38,8,9773,128.3,1,"A_yng_adults","B-"
"345","Graduate",18,3.04,3.08,3.06,0,1,1,1,9,38,3,9238,129.4,0,"A_yng_adults","B"
"346","Graduate",18,3.44,3.44,3.44,0,1,1,38,9,38,9,9500,125.5,1,"A_yng_adults","B+"
"347","Enrolled",18,2.67,3,2.84,0,1,1,3,2,38,10,9147,118.7,0,"A_yng_adults","B-"
"348","Graduate",18,3.58,3.58,3.58,0,1,1,37,9,37,9,9500,139,0,"A_yng_adults","B+"
"349","Enrolled",18,2.88,3.44,3.16,0,1,1,4,2,1,9,9085,113.4,0,"A_yng_adults","B"
"350","Graduate",18,3.21,3.48,3.34,0,1,1,19,9,38,7,9556,128.5,1,"A_yng_adults","B+"
"351","Graduate",18,3.42,3.5,3.46,0,1,1,1,3,1,10,9500,142.8,0,"A_yng_adults","B+"
"352","Graduate",18,3.32,3.33,3.33,0,1,1,38,5,38,5,9500,123.2,0,"A_yng_adults","B+"
"353","Graduate",18,3.2,3.05,3.12,0,1,1,19,9,19,9,9773,139.4,0,"A_yng_adults","B"
"354","Graduate",18,3.25,3.38,3.32,0,1,1,37,9,37,7,9853,124.6,1,"A_yng_adults","B+"
"355","Dropout",18,2.96,2.75,2.86,0,1,1,1,4,1,8,9070,123.8,1,"A_yng_adults","B-"
"356","Graduate",18,3.5,3.33,3.42,0,1,1,1,4,3,4,9085,126.3,0,"A_yng_adults","B+"
"357","Graduate",18,3.08,3.38,3.23,0,1,1,1,3,1,3,9773,120.4,1,"A_yng_adults","B"
"358","Graduate",18,3.91,3.91,3.91,0,1,1,19,9,19,9,9500,126,0,"A_yng_adults","A-"
"359","Dropout",18,3.25,0,1.62,1,1,1,3,123,1,152,9119,116.9,0,"A_yng_adults","D+"
"360","Graduate",18,3.33,3.33,3.33,1,1,1,37,9,38,9,9500,124,1,"A_yng_adults","B+"
"361","Graduate",18,3,2.93,2.96,1,1,1,1,5,19,9,9238,111.1,0,"A_yng_adults","B-"
"362","Enrolled",18,3,3.12,3.06,1,1,1,1,9,1,3,9147,122.7,0,"A_yng_adults","B"
"363","Graduate",18,0,0,0,1,1,1,37,7,19,7,171,134.4,1,"A_yng_adults","F"
"364","Graduate",18,3.34,3.34,3.34,1,1,1,19,9,38,8,9500,134.8,0,"A_yng_adults","B+"
"365","Graduate",18,3.47,3.47,3.47,0,1,1,1,2,1,7,9500,131,1,"A_yng_adults","B+"
"366","Graduate",18,2.83,3.15,2.99,0,1,1,3,3,19,10,9254,130.9,0,"A_yng_adults","B-"
"367","Graduate",18,2.85,2.83,2.84,0,1,1,12,9,1,3,9254,108.7,1,"A_yng_adults","B-"
"368","Enrolled",18,0,0,0,0,1,1,1,3,3,3,171,138.3,0,"A_yng_adults","F"
"369","Graduate",18,3.07,3.1,3.08,0,1,1,38,9,38,7,9254,125.2,1,"A_yng_adults","B"
"370","Graduate",18,3.29,3.77,3.53,0,1,1,38,9,1,7,9500,130.6,1,"A_yng_adults","B+"
"371","Graduate",18,3.36,3.63,3.5,0,1,1,19,4,1,7,9500,127.5,0,"A_yng_adults","B+"
"372","Dropout",18,0,0,0,0,1,1,19,90,19,7,9085,115.8,0,"A_yng_adults","F"
"373","Graduate",18,3.42,3.4,3.41,0,1,1,3,5,19,5,9670,121.6,0,"A_yng_adults","B+"
"374","Graduate",18,2.9,2.95,2.92,0,1,1,19,5,19,7,9147,116.4,1,"A_yng_adults","B-"
"375","Dropout",18,2.95,2.85,2.9,0,1,1,37,9,37,5,9853,127.3,0,"A_yng_adults","B-"
"376","Graduate",18,2.67,2.88,2.78,0,1,1,38,6,38,6,9254,118.5,0,"A_yng_adults","B-"
"377","Enrolled",18,3.38,3.35,3.37,0,1,1,19,9,37,9,9130,129.5,0,"A_yng_adults","B+"
"378","Graduate",18,3.23,3.23,3.23,0,1,1,38,5,38,7,9500,128,1,"A_yng_adults","B"
"379","Enrolled",18,2.71,2.75,2.73,0,1,1,37,7,38,7,9254,122,1,"A_yng_adults","B-"
"380","Enrolled",18,3.2,3.22,3.21,0,1,1,1,9,38,9,9500,125.1,1,"A_yng_adults","B"
"381","Graduate",18,2.94,3.14,3.04,1,1,1,38,9,37,6,9085,126.8,0,"A_yng_adults","B"
"382","Graduate",18,3.5,3.67,3.58,1,1,1,1,4,1,3,9254,120.5,0,"A_yng_adults","B+"
"383","Dropout",18,0,0,0,1,1,1,4,4,19,3,9254,114.8,0,"A_yng_adults","F"
"384","Dropout",18,0,0,0,1,1,1,3,3,29,5,171,111.9,0,"A_yng_adults","F"
"385","Dropout",18,3.06,3.08,3.07,1,1,1,1,4,19,3,9119,125.4,1,"A_yng_adults","B"
"386","Dropout",18,3,3.04,3.02,1,1,1,2,4,1,1,9130,127.8,0,"A_yng_adults","B"
"387","Enrolled",18,3.49,3.01,3.25,1,1,1,1,3,1,7,9500,114.3,0,"A_yng_adults","B"
"388","Graduate",18,3.88,3.54,3.71,1,1,1,1,9,19,7,9773,155,1,"A_yng_adults","A-"
"389","Graduate",18,3.08,3.42,3.25,1,1,1,1,4,1,3,9254,123.4,0,"A_yng_adults","B"
"390","Enrolled",18,3,2.85,2.92,1,1,1,3,3,38,7,9147,124.2,0,"A_yng_adults","B-"
"391","Graduate",18,2.83,3.07,2.95,1,1,1,19,4,38,9,9773,126.2,1,"A_yng_adults","B-"
"392","Graduate",18,3.5,3.46,3.48,1,1,1,38,3,37,3,9070,133.1,0,"A_yng_adults","B+"
"393","Enrolled",18,0,0,0,1,1,1,3,2,2,2,171,141.7,0,"A_yng_adults","F"
"394","Graduate",18,3.26,3.26,3.26,0,1,1,38,9,1,5,9500,133.8,0,"A_yng_adults","B"
"395","Graduate",18,3.6,3.4,3.5,0,1,1,1,9,38,9,9085,130.8,0,"A_yng_adults","B+"
"396","Graduate",18,3.17,3,3.08,0,1,1,38,9,19,10,9238,125.6,1,"A_yng_adults","B"
"397","Enrolled",18,3.15,2.95,3.05,0,1,1,19,9,37,5,9773,122.2,0,"A_yng_adults","B"
"398","Graduate",18,3.58,3.25,3.42,0,1,1,1,5,38,5,9085,122.3,0,"A_yng_adults","B+"
"399","Enrolled",18,0,0,0,1,1,1,1,6,38,6,9147,143.6,0,"A_yng_adults","F"
"400","Graduate",18,3.31,3.31,3.31,1,1,1,3,2,19,10,9500,126.8,0,"A_yng_adults","B+"
"401","Graduate",18,3.71,3.9,3.8,0,1,1,19,9,38,5,9500,130.7,1,"A_yng_adults","A-"
"402","Dropout",18,3.25,3,3.12,0,1,1,37,9,19,8,9085,136.3,0,"A_yng_adults","B"
"403","Enrolled",18,0,0,0,1,1,1,38,9,37,9,171,164.3,1,"A_yng_adults","F"
"404","Enrolled",18,2.75,2.75,2.75,0,1,1,1,4,3,2,9070,122.5,0,"A_yng_adults","B-"
"405","Graduate",18,3.25,3.25,3.25,0,1,1,37,9,19,9,9773,131,1,"A_yng_adults","B"
"406","Enrolled",18,3,3.06,3.03,0,1,1,38,7,37,7,9147,131.3,0,"A_yng_adults","B"
"407","Enrolled",18,2.88,2.58,2.73,1,1,1,19,5,38,5,9147,122.8,0,"A_yng_adults","B-"
"408","Graduate",18,3.89,4.04,3.96,1,1,1,19,9,1,9,9773,161.2,1,"A_yng_adults","A-"
"409","Dropout",18,3,2.95,2.98,1,1,1,37,7,37,7,9238,140.9,0,"A_yng_adults","B-"
"410","Graduate",18,0,0,0,1,1,1,1,0,1,3,171,149.9,0,"A_yng_adults","F"
"411","Enrolled",18,2.75,2.58,2.66,1,1,1,1,4,19,1,9254,121.5,0,"A_yng_adults","C+"
"412","Graduate",18,3.22,3.22,3.22,1,1,1,4,2,3,1,9500,136.3,0,"A_yng_adults","B"
"413","Enrolled",18,3.17,3.4,3.29,1,1,1,38,9,19,10,9773,125.2,0,"A_yng_adults","B"
"414","Graduate",18,3.21,3.14,3.17,1,1,1,38,7,19,7,9070,130,0,"A_yng_adults","B"
"415","Dropout",18,2.67,3.12,2.9,1,1,1,1,4,38,7,9147,141.5,0,"A_yng_adults","B-"
"416","Enrolled",18,3.25,3.1,3.17,1,1,1,19,8,37,8,9085,123.9,0,"A_yng_adults","B"
"417","Graduate",18,3,3.07,3.04,0,1,1,19,5,19,5,9500,114.5,0,"A_yng_adults","B"
"418","Graduate",18,3.93,3.19,3.56,0,1,1,37,9,2,4,9085,123.2,1,"A_yng_adults","B+"
"419","Graduate",18,3.07,3.33,3.2,1,1,1,38,7,37,5,9670,126.4,1,"A_yng_adults","B"
"420","Graduate",18,3.54,3.71,3.62,0,1,1,38,9,38,7,9070,165.8,0,"A_yng_adults","B+"
"421","Graduate",18,3.38,3.66,3.52,0,1,1,1,4,1,4,9500,127.6,0,"A_yng_adults","B+"
"422","Graduate",18,3.41,3.6,3.5,0,1,1,1,4,38,7,9500,100,1,"A_yng_adults","B+"
"423","Dropout",18,3.22,3.04,3.13,0,1,1,19,9,37,7,9500,127.6,0,"A_yng_adults","B"
"424","Graduate",18,3.67,3.67,3.67,0,1,1,1,4,1,7,9500,131,0,"A_yng_adults","B+"
"425","Graduate",18,4.14,3.92,4.03,0,1,1,3,5,3,2,9085,153.9,0,"A_yng_adults","A"
"426","Graduate",18,3.79,3.94,3.87,0,1,1,19,4,1,4,9500,137.8,0,"A_yng_adults","A-"
"427","Graduate",18,3.36,3.77,3.56,0,1,1,1,9,37,7,9500,143.3,1,"A_yng_adults","B+"
"428","Graduate",18,3.44,3.44,3.44,0,1,1,3,1,19,5,9500,130,0,"A_yng_adults","B+"
"429","Graduate",18,3.19,3.19,3.19,0,1,1,1,4,1,9,9500,128.5,0,"A_yng_adults","B"
"430","Dropout",18,2.6,0,1.3,0,1,1,1,4,1,4,9254,126.6,0,"A_yng_adults","D+"
"431","Graduate",18,3.54,3.25,3.4,1,1,1,37,5,37,5,9070,124.5,0,"A_yng_adults","B+"
"432","Dropout",18,4.04,0,2.02,1,1,1,1,5,1,5,9500,161,0,"A_yng_adults","C"
"433","Graduate",18,3.91,3.91,3.91,1,1,1,38,9,37,9,9500,156.3,1,"A_yng_adults","A-"
"434","Graduate",18,3.42,3.62,3.52,1,1,1,1,5,1,5,9773,129.3,0,"A_yng_adults","B+"
"435","Dropout",18,0,0,0,1,1,1,34,0,34,0,9773,129.3,0,"A_yng_adults","F"
"436","Graduate",18,3.12,2.88,3,1,1,1,38,7,38,7,9238,136.3,0,"A_yng_adults","B"
"437","Enrolled",18,3.5,2.75,3.12,1,1,1,3,4,1,1,9119,135.9,0,"A_yng_adults","B"
"438","Dropout",18,0,0,0,1,1,1,1,4,1,4,171,139.7,0,"A_yng_adults","F"
"439","Graduate",18,3.19,3.04,3.12,0,1,1,19,9,37,9,9238,130.2,1,"A_yng_adults","B"
"440","Graduate",18,3,3.04,3.02,1,1,1,38,9,37,9,9085,116.5,0,"A_yng_adults","B"
"441","Graduate",18,2.64,2.85,2.74,0,1,1,37,9,37,9,9254,124.2,1,"A_yng_adults","B-"
"442","Graduate",18,2.79,3.1,2.95,0,1,1,2,9,1,9,9773,126.4,1,"A_yng_adults","B-"
"443","Dropout",18,0,0,0,0,1,1,38,4,37,9,9254,131.7,0,"A_yng_adults","F"
"444","Graduate",18,3.26,3.26,3.26,1,1,1,3,2,1,1,9500,129.8,0,"A_yng_adults","B"
"445","Enrolled",18,3.01,3.44,3.22,1,1,1,1,9,3,10,9500,118.1,0,"A_yng_adults","B"
"446","Dropout",18,3.4,3.17,3.29,1,1,1,3,5,3,2,9130,137.8,0,"A_yng_adults","B"
"447","Dropout",18,3.43,3.33,3.38,1,1,1,3,2,19,9,9130,115.4,0,"A_yng_adults","B+"
"448","Enrolled",18,3.55,3.55,3.55,1,1,1,1,3,1,3,9119,143.4,1,"A_yng_adults","B+"
"449","Graduate",18,3.28,3.15,3.21,0,1,1,1,4,1,7,9500,109.3,1,"A_yng_adults","B"
"450","Dropout",18,0,0,0,0,1,41,1,5,1,7,171,146.3,1,"A_yng_adults","F"
"451","Graduate",18,3.04,2.83,2.94,1,1,1,19,4,1,4,9254,115.9,1,"A_yng_adults","B-"
"452","Dropout",18,0,0,0,1,1,1,3,3,1,10,9147,138.7,0,"A_yng_adults","F"
"453","Graduate",18,3.21,3.04,3.12,0,1,1,38,9,37,7,9238,155.5,1,"A_yng_adults","B"
"454","Dropout",18,3.75,2.92,3.34,0,1,1,38,9,1,9,9085,132,1,"A_yng_adults","B+"
"455","Dropout",18,3.07,3.07,3.07,1,1,1,3,4,1,1,9500,126,0,"A_yng_adults","B"
"456","Graduate",18,2.88,3.2,3.04,1,1,1,1,9,1,9,9147,118.8,1,"A_yng_adults","B"
"457","Dropout",18,0,0,0,1,1,1,3,1,3,1,9670,121.4,0,"A_yng_adults","F"
"458","Enrolled",18,3.05,3,3.02,1,1,1,1,4,19,7,9119,126.8,1,"A_yng_adults","B"
"459","Dropout",18,3.47,3.69,3.58,0,1,1,3,3,2,3,9500,126.4,0,"A_yng_adults","B+"
"460","Graduate",18,3.68,3.54,3.61,0,1,1,19,5,37,3,9254,152,0,"A_yng_adults","B+"
"461","Graduate",18,3.32,3.58,3.45,0,1,1,38,5,1,7,9238,132.6,1,"A_yng_adults","B+"
"462","Enrolled",18,2.89,3,2.95,0,1,1,38,5,37,6,9147,122.1,1,"A_yng_adults","B-"
"463","Dropout",18,3.25,2.88,3.06,0,1,1,37,9,19,8,9853,142.8,0,"A_yng_adults","B"
"464","Graduate",18,2.88,3.5,3.19,0,1,1,1,4,1,4,9238,124.8,1,"A_yng_adults","B"
"465","Graduate",18,2.95,2.9,2.92,0,1,1,37,9,19,8,9147,126.3,1,"A_yng_adults","B-"
"466","Dropout",18,0,0,0,0,1,22,38,0,37,5,9773,151,0,"A_yng_adults","F"
"467","Graduate",18,2.95,2.75,2.85,1,1,1,1,3,38,6,9147,155.2,1,"A_yng_adults","B-"
"468","Dropout",18,3.32,3.7,3.51,1,1,1,19,9,38,7,9119,133,0,"A_yng_adults","B+"
"469","Graduate",18,2.96,3.29,3.12,1,1,1,37,9,38,5,9070,131.2,0,"A_yng_adults","B"
"470","Dropout",18,0,0,0,1,1,1,37,4,19,4,9500,123.3,0,"A_yng_adults","F"
"471","Dropout",18,0,0,0,1,1,1,2,5,19,5,171,139.6,1,"A_yng_adults","F"
"472","Graduate",18,3.39,3.39,3.39,1,1,1,19,4,3,9,9500,138.8,0,"A_yng_adults","B+"
"473","Graduate",18,0,0,0,1,1,1,1,10,19,5,171,150.6,0,"A_yng_adults","F"
"474","Graduate",18,3.75,3.58,3.66,0,1,22,2,2,19,8,9085,184.4,0,"A_yng_adults","B+"
"475","Graduate",18,0,0,0,0,1,1,1,9,1,3,171,156,0,"A_yng_adults","F"
"476","Graduate",18,0,0,0,0,1,1,40,4,43,4,171,150.2,0,"A_yng_adults","F"
"477","Graduate",18,3.36,3.36,3.36,0,1,1,38,7,37,7,9500,126.3,1,"A_yng_adults","B+"
"478","Dropout",18,3.38,0,1.69,0,1,1,2,4,22,3,9130,146.1,0,"A_yng_adults","D+"
"479","Enrolled",18,0,0,0,0,1,1,2,4,3,8,171,145.3,0,"A_yng_adults","F"
"480","Dropout",18,3.05,2.88,2.96,0,1,1,3,2,3,2,9773,112.3,0,"A_yng_adults","B-"
"481","Graduate",18,0,0,0,0,1,1,12,4,12,1,171,155.3,0,"A_yng_adults","F"
"482","Graduate",18,3.78,3.5,3.64,0,1,1,1,4,1,4,9130,120.4,0,"A_yng_adults","B+"
"483","Graduate",18,3.28,3.28,3.28,0,1,1,19,4,1,10,9500,153,0,"A_yng_adults","B"
"484","Graduate",18,3.47,3.92,3.7,0,1,1,4,5,12,9,9500,119.8,0,"A_yng_adults","A-"
"485","Graduate",18,3.24,3.24,3.24,0,1,1,19,9,1,10,9500,126.8,0,"A_yng_adults","B"
"486","Graduate",18,3.25,3.5,3.38,0,1,1,3,4,19,5,9670,115.5,0,"A_yng_adults","B+"
"487","Graduate",18,3.36,3.83,3.59,0,1,1,38,9,1,3,9556,116.3,0,"A_yng_adults","B+"
"488","Dropout",18,2.67,0,1.33,0,2,1,19,3,37,3,8014,113.2,0,"A_yng_adults","D+"
"489","Graduate",18,3.85,3.05,3.45,0,1,1,12,9,12,4,9853,132.6,0,"A_yng_adults","B+"
